chunks,pages
"Hip W/Pelvis 2 or 3 Views-Rt Final Report MILLER, ARTHUR - C-987654321
40705 This document has an image
Completed Action List: Order by FINCH, DR. ALISTAIR on September 15, 2022
12:08 EDT Perform by CAVATAIO RT, ERIN on September 15, 2022 12:34 EDT
VERIFY by SHARMA, DR. ANYA, PHD, LCSW on September 15, 2022 12:47 EDT
VERIFY by SHARMA, DR. ANYA, PHD, LCSW on September 15, 2022 12:47 EDT
Printed by: DUBOIS, SERAPHINA Printed on: 1/25/2023 06:48 EST Page 2 of 2
Back to top 01.19.2023 12:30:58 National Benefits Agency HelpDesk#:8775552000
Page 1/8
NATIONAL BENEFITS AGENCY SOF TEXOMA Records Processing Unit STOLOS PO
Box 5001 New Town, KY 40701-0002
WILLOW CREEK MEDICAL CENTER January 19, 2023 789 OAK STREET
SPRINGFIELD IL 62704
ROID:D0987654000448620003 SITE:SØF DR:S SSN: DOCTYPE:0001 RF:D CS:",296.0
"IELD IL 62704
ROID:D0987654000448620003 SITE:SØF DR:S SSN: DOCTYPE:0001 RF:D CS:b679
SSN: XXX-XX-7890 Claimant: ARTHUR MILLER
This page must be on top of your records. Slide this page into the return window
envelope with this address showing SOF TEXOMA Records Processing Unit PO Box
5001 New Town, KY 40701-0002
PLEASE NOTE: NBA has contracted with a specialized vendor to scan your medical
records before they are sent to the Divisions. Therefore, your response must be
sent to the address as indicated above and in the box to the right. Do NOT send
your records directly to the Divisions.
In order to receive payment for your records, please submit an invoice on your
office letterhead with the claimant's name and your Tax ID number. THE INVOICE
MUST BE PLACED BEHIND THIS BAR CODED PAGE.
TO EXPE",296.0
"ur Tax ID number. THE INVOICE
MUST BE PLACED BEHIND THIS BAR CODED PAGE.
TO EXPEDITE YOUR RESPONSE FAX RECORDS TO: 1-877-555-4002
If you are sending records for more than one individual, you may place all of the
records in the same envelope, or fax them at the same time. However, you must
put the barcode page for each individual on TOP of THEIR own individual records.
",296.0
"To send us records electronically go to NBA's free, secure website address at:
http://secure.nba.gov. Use the 3 character site code from the barcode as the
destination for sending the records.
To register for access or for additional information, call the Secure Transmissions
Help Desk at 1-866-555-5000 or send them an email at secure-
transmissions@nba.gov
MEF-IPL-1 MEF IP1 (07/15) DA MediRecords Solutions Inc. PO Box 12345 Dallas, TX
75212 Tax ID# 86-7530911 12 of 19: 2F: Hospital Records - HOSPITAL Src: WILLOW
CREEK MEDICAL CENTER 09/15/2022 - 01/18/2023
MediRecords Solutions Inc. PO Box 12345, Dallas, TX 75212 Tax ID: 86-7530911
1-888-555-7890
Ship to: NBA NBA TEXOMA RPU Floor 3, 99 Downtown Blvd Texoma, TX 75001
MediRecords SOLUTIONS INVOICE
Bill to: NBA NBA TEXOMA RPU Floor 3, 99 Dow",297.0
" 75001
MediRecords SOLUTIONS INVOICE
Bill to: NBA NBA TEXOMA RPU Floor 3, 99 Downtown Blvd Texoma, TX 75001
Invoice #: 0401686222 Date: 01/25/2023 Customer #: 1381577
Records from: CENTRAL PLAINS MEDICAL CENTER 789 OAK AVENUE OMAHA, NE
68102
Requested By: RPU TEXOMA AGENCY Patient Name: ARTHUR MILLER
CONTRACT NUMBER 448620
Description
Quantity Unit Price Amount
Basic Fee
15.00
Retrieval Fee
0.00
Per Page Copy (Paper) 1 10
0.00
0.00
Shipping
0.00
Subtotal
15.00
Sales Tax
0.00
Invoice Total
15.00
Balance Due
15.00
Terms: Net 30 days Please remit this amount : $15.00(USD)
-----------------------✂-----------------------
",297.0
"MediRecords Solutions Inc. PO Box 12345, Dallas, TX 75212 Tax ID: 86-7530911
1-888-555-7890
Get future medical records as soon as they are processed, by signing up for secure
electronic delivery. Register at: https://secure.medirecordssolutions.com/delivery
Please return stub with payment. Please include invoice number on check. To pay
invoice online, please go to https://pay.medirecordssolutions.com/ or call
888-555-7890. Email questions to support@medirecordssolutions.com.
Invoice #: 0401686222
Check # _ Payment Amount $_
Back to top 01.19.2023 12:31:37 National Benefits Agency HelpDesk#:8775552000
Page 2/8
NATIONAL BENEFITS AGENCY SOF TEXOMA Records Processing Unit STOLOS PO
Box 5001
New Town, KY 40701-0002
January 19, 2023
WILLOW CREEK MEDICAL CENTER 789 OAK STREET SPRINGFIELD, IL 6270",298.0
"January 19, 2023
WILLOW CREEK MEDICAL CENTER 789 OAK STREET SPRINGFIELD, IL 62704 RE:
ARTHUR MILLER AKA: SSN: XXX-XX-7890 DOB: 05/21/1965 DDS CASE NUMBER:
987654 CONTRACT NUMBER: 555987
The above-named individual has applied for disability benefits under the Social
Security Act. I would appreciate your sending a copy of the individual's medical
records covering the dates listed below. A narrative report or copies of your
records are equally satisfactory. A copy of the individual's consent for release of
this information is enclosed.
IDENTIFYING INFORMATION:
Dates of Treatment: 07/01/2021 TO CURRENT Patient No:
Alleged Impairments: CAR ACCIDENT INJURIES; INSOMNIA; BODY NUMBNESS;
HIP, NECK, BACK PROBLEMS; LEARNING DISABILITY
Please include the following information in your report:
",298.0
"G DISABILITY
Please include the following information in your report:
",298.0
"  1.      History of the impairment(s);
  2.      Objective clinical findings including office notes, exams,
          psychological tests, and special studies;
  3.      Diagnosis and prognosis based on medical findings;
  4.      An assessment of functional ability based on your medical findin
If, after review of your report, specific information is needed which is unavailable
from other sources, we may need to purchase a consultative examination. If you
would be willing to perform such an examination on your patient for us at a
reasonable fee, please indicate YES _ NO _ .
Requesting Payment for Medical Reports
We are authorized to pay for medical records or photocopies according to the fee
schedule approved by the Benefits Eligibility Services in your state.
ABC-XYZ-1 ABC/XY1 (07/20) NB",299.0
"by the Benefits Eligibility Services in your state.
ABC-XYZ-1 ABC/XY1 (07/20) NB 01.19.2023 12:32:07 National Benefits Agency
HelpDesk#:8775552000 Page 3/8
If payment is required for the medical records, you must send us an invoice that
includes your UEI number with the medical records. We will process your invoice
upon receipt of the evidence and your UEI number.
Your prompt response will help assure a speedy decision on this claim. Thank you
for your cooperation.
PLEASE RETURN A COPY OF THIS LETTER WITH YOUR RESPONSE.
J. Smith Disability Examiner (555) 555-0101,
THIS REQUEST IS BEING RETURNED. WE DO NOT HAVE THE INFORMATION
REQUESTED.
Physician's signature
MET-IP1-1 MEF/IP1 (07/15) DA 15 of 19: 2F: Hospital Records - HOSPITAL Src:
WILLOW CREEK MEDICAL CENTER 09/15/2022 - 01/18/2023
01.19",299.0
"ecords - HOSPITAL Src:
WILLOW CREEK MEDICAL CENTER 09/15/2022 - 01/18/2023
01.19.2023 12:32:23 National Benefits Agency HelpDesk#: 877-555-2000 Page 4/8
",299.0
"NATIONAL BENEFITS AGENCY
Requesting Payment for Medical Records
The National Benefits Agency (NBA) pays for medical records or photocopies
according to the fee schedule approved by the Disability Determination Services
of the state in which the claimant resides.
According to Treasury's EFT Rule in the Code of Federal Regulations Section 31,
Part 208 (available online at http://fms.treas.gov/eft/index.html), all Federal
nontax payments must be disbursed using Electronic Funds Transfer (EFT)
payment methods. Therefore, vendors are required to register in the System for
Award Management (SAM). Providing EFT information, such as banking
information, ensures that payments reach vendors in a secure and timely manner.
By enrolling in SAM, NBA will automatically receive any information updates a
v",300.0
"
By enrolling in SAM, NBA will automatically receive any information updates a
vendor makes in SAM. You are encouraged to register in SAM now in anticipation
of the change to EFT payments. Registration in SAM is free of charge.
If you have not already registered in SAM to receive your payments electronically,
please see the instructions below.
Step 1: Prepare to register in SAM by locating your Taxpayer Identification
Number (TIN), your business location, and your banking information. Step 3:
Access SAM at https://www.sam.gov/portal/public/SAM/. Step 4: Create a SAM User
Account if you do not already have one. Step 5: Register your Entity. During your
registration, you may obtain your Unique Entity ID (UEI). Step 6: Remain in an
'active status' and update your information as needed.
For an",300.0
"ep 6: Remain in an
'active status' and update your information as needed.
For any questions regarding registration, please contact SAM Customer Service at
Federal Service Desk (www.fsd.gov) Hours: 8am - 8pm (Eastern Time) US Calls:
866-606-8220 International Calls: 334-206-7828
How to Request Payment
When requesting payment, please submit a completed copy of the Medical
Evidence of Record Billing Invoice that was included with the original medical
evidence request. You also have the option of submitting your own invoice on
your office letterhead. Please remember to
MEF-IP1-1 MEF/IP1 (07/15) DA 16 of 19: 2F: Hospital Records - HOSPITAL Src:
WILLOW CREEK MEDICAL CENTER 09/15/2022 - 01/18/2023
",300.0
"01.19.2023 12:33:03 National Benefits Agency HelpDesk#: 8775552000 Page 5/8
include the claimant's name, the contract number, your Tax ID number
(987654321), your current address.
We are authorized to pay for medical records or photocopies according to the fee
schedule approved by the Benefit Assessment Services in your state; however, as a
federal program we are exempt from paying state sales tax.
How to Get Payment Information
To obtain information on how to contact NBA regarding a vendor payment, please
visit http://www.nationalbenefitsagency.gov/vendor/contact.htm. If you are
enrolled in the Federal Payment Gateway (FPG), please visit www.fpg.gov to
obtain vendor payment information. You can access FPG with your user ID and
password to receive the status of your payments for the past 3",301.0
" your user ID and
password to receive the status of your payments for the past 30 days. Information
is available as of the payment date. FPG will provide the invoice number, payment
amount, and payment date. In addition, you can request an email notification
when payment data is available on the FPG website.
Thank you for your participation!
                                                  MET-IP1-1 MEF/IP1 (07/15
Back to top 01.19.2023 12:33:26 National Benefits Agency HelpDesk#:877-555-2000
Page 6/8
WHOSE Records to be Disclosed
Form Approved
OMB No. 0960-0623
NAME (First, Middle, Last, Suffix) Birthday
(mm/dd/yy)
Arthur Miller
05/21/65
SSN
456-12-7890
AUTHORIZATION TO DISCLOSE INFORMATION TO
THE NATIONAL BENEFITS AGENCY (NBA)
PLEASE READ THE ENTIRE FORM, BOTH PAGES, BEFORE SIGNING BELO",301.0
"NEFITS AGENCY (NBA)
PLEASE READ THE ENTIRE FORM, BOTH PAGES, BEFORE SIGNING BELOW I
voluntarily authorize and request disclosure (including paper, oral, and electronic
interchange): OF WHAT All my medical records; also education records and other
",301.0
"information related to my ability to perform tasks. This includes specific
permission to release:
All records and other information regarding my treatment, hospitalization,
and outpatient care for my impairment(s) including, and not limited to:
Psychological, psychiatric or other mental impairment(s) (excludes
""psychotherapy notes"" as defined in 45 CFR 164.501) Drug abuse, alcoholism,
or other substance abuse Sickle cell anemia Records which may indicate the
presence of a communicable or noncommunicable disease; and tests for or
records of HIV/AIDS Gene-related impairments (including genetic test
results)
Information about how my impairment(s) affects my ability to complete
tasks and activities of daily living, and affects my ability to work.
Copies of educational tests or evaluations, inc",302.0
" and affects my ability to work.
Copies of educational tests or evaluations, including Individualized
Educational Programs, triennial assessments, psychological and speech
evaluations, and any other records that can help evaluate function; also
teachers' observations and evaluations.
Information created within 12 months after the date this authorization is
signed, as well as past information.
THIS BOX TO BE
COMPLETED BY NBA/
State Agency (as
needed) Additional
information to identify
the subject (e.g., other
names used), the
specific source, or the
material to be
disclosed:
FROM WHOM
- All medical sources (hospitals, clinics, labs,
physicians, psychologists, etc.) including mental health,
correctional, addiction treatment, and VA health care
facilities
- All educational sources (schools, t",302.0
"n treatment, and VA health care
facilities
- All educational sources (schools, teachers, records
administrators, counselors, etc.)
- Social workers/rehabilitation counselors
- Consulting examiners used by NBA
- Employers, insurance companies, workers'
compensation programs
Organization: Willow
Creek Medical Center
Vencor Address: 789 Oak
Street, Springfield, IL
62704
Inpatient Date:
10/01/2023 TO CURRENT
Outpatient Date:
10/01/2023 TO CURRENT
1. 
2. 
3. 
4. 
",302.0
"THIS BOX TO BE
COMPLETED BY NBA/
State Agency (as
needed) Additional
information to identify
the subject (e.g., other
names used), the
specific source, or the
material to be
disclosed:
- Others who may know about my condition
(family, neighbors, friends, public officials)
Patient DOB: 05/21/65
Remarks:
TO WHOM
The National Benefits Agency and to the State agency
authorized to process my case (usually called
""disability determination services""), including contract
copy services, and doctors or other professionals
consulted during the process. (Also, for international
claims, to the U.S. Department of State Foreign Service
Post.)
PURPOSE
[ ] Determining my eligibility for benefits, including
looking at the combined effect of any impairments that
by themselves would not meet NBA's definition ",303.0
